753.42,-148.93,957.52,-19.06,-10.45,-3.66
875.49,-318.36,710.45,13.84,-9.12,-6.08
854.98,-142.58,687.01,26.08,-7.65,-8.31
760.25,-221.68,719.73,31.11,-0.65,2.56
286.62,-542.48,732.91,45.14,9.42,17.32
803.71,-881.84,509.77,41.15,0.45,16.73
460.94,-459.96,343.26,46.39,-8.89,37.91
705.08,-285.64,-229.0,47.27,-16.2,37.19
1123.05,323.24,1176.27,54.15,-17.73,25.77
838.87,-439.94,-17.09,28.81,-31.24,23.88
1248.05,590.33,1008.3,47.8,-32.66,17.99
909.67,8.3,578.61,25.09,-31.94,3.36
1094.73,439.45,1071.78,-25.19,-35.02,-16.0
813.96,-63.96,-105.96,-43.17,-30.73,-34.78
906.25,38.09,1129.88,-42.45,-25.98,-32.56
503.91,-486.82,-216.31,-14.68,-24.91,-12.02
1252.93,1.95,959.96,-24.44,-40.06,12.06
874.51,-40.04,568.36,28.91,-7.11,5.02
871.09,256.84,-71.78,38.53,-7.96,16.92
793.95,-337.4,663.57,22.0,-6.11,30.05
797.85,-535.16,512.7,37.93,15.82,32.71
501.46,-218.75,596.68,32.4,20.53,0.2
516.6,53.71,348.63,17.42,22.99,-1.63
742.19,-67.87,-10.25,-22.82,11.6,-7.95
1042.97,104.98,566.89,-9.45,19.0,-33.26
1479.0,-264.16,343.26,-46.35,10.42,-12.66
326.66,-748.54,-183.59,-34.08,13.98,-34.13
1255.37,-1156.74,-388.18,-33.45,14.62,-35.46
854.49,-167.48,-65.92,11.86,17.11,-41.83
263.18,211.91,-454.1,-5.81,15.05,-20.92
924.8,-66.89,765.14,-17.76,-14.87,19.94
1019.53,-215.82,142.58,6.5,-11.63,-1.02
926.27,-62.99,338.87,6.49,6.56,-12.72
945.31,49.8,336.43,22.42,10.3,-12.42
918.46,60.55,396.0,-14.06,-12.44,10.09
1360.84,73.73,791.02,-36.13,3.79,18.27
