931.15,15.62,424.32,0.12,-0.5,-0.21
855.96,49.8,374.02,1.31,-1.21,-2.53
901.86,4.39,394.04,5.88,-3.54,-0.44
967.29,85.94,427.25,-3.29,4.95,3.83
944.34,154.3,379.88,9.61,1.11,-3.4
991.7,-191.89,495.61,-10.81,0.84,-6.73
882.32,84.96,32.23,-21.79,-7.97,-31.55
880.37,307.62,682.62,-30.4,-22.21,-37.69
882.81,-396.0,274.41,-32.37,-39.3,-20.64
841.31,-189.94,-535.16,5.45,-22.79,-3.04
904.3,-512.21,764.16,6.6,-13.93,17.77
746.09,-547.36,167.48,59.47,2.47,14.7
1301.27,683.11,988.77,68.64,15.92,13.42
865.23,318.85,398.44,24.35,20.85,2.27
961.91,377.93,333.5,-29.23,5.63,15.88
1140.62,-493.16,279.3,-49.97,-11.17,-21.66
1001.46,-771.97,-285.64,-63.02,-40.11,-51.81
754.39,-313.96,-1521.0,-26.92,-60.79,-16.23
844.24,41.5,-308.11,3.81,-56.47,6.87
722.66,-110.84,140.14,44.16,-12.59,26.63
1017.09,-434.57,-5.37,65.69,10.24,16.95
1118.65,815.43,98.14,56.08,20.06,15.89
1057.62,370.12,-86.91,40.55,-8.24,-17.16
943.85,489.75,195.8,-22.04,-20.48,24.43
979.0,-127.44,163.57,-17.85,-20.76,28.6
885.74,66.89,145.02,1.99,-12.21,-0.34
1311.52,-13.67,432.13,-1.21,23.34,6.26
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
