951.66,53.71,383.79,-1.18,-3.53,-0.58
949.22,41.5,394.53,5.29,-1.36,-3.31
949.71,53.22,378.42,6.79,-2.53,-4.48
894.04,68.36,344.24,10.75,-0.08,-5.98
950.68,83.98,357.91,-6.14,1.92,0.18
915.04,51.27,362.79,-5.08,-2.05,-0.91
922.36,41.02,357.42,-6.89,-1.36,-3.24
801.76,-739.75,691.89,-3.64,12.55,3.54
1083.01,518.55,657.23,-12.17,0.85,21.23
1003.91,-1107.91,715.82,13.83,10.38,11.76
767.58,257.32,538.57,27.53,5.58,23.48
873.54,315.92,-60.55,13.67,2.01,9.77
1356.93,142.58,638.18,24.65,2.61,8.17
1436.04,176.76,737.79,7.96,-22.56,15.27
599.12,-589.84,-49.8,21.49,-27.89,18.89
621.09,-442.38,-567.38,31.54,-13.87,19.56
857.91,-383.3,-615.72,40.89,-25.23,15.08
1411.62,1201.17,1228.52,7.07,-36.04,0.62
976.07,574.22,844.73,-2.98,-4.21,5.6
1193.36,-125.98,945.8,-59.49,-2.01,-1.14
1189.94,874.51,389.65,-31.34,12.95,-26.05
114.75,593.26,-165.53,-33.72,10.14,-57.83
1170.9,38.09,-278.32,-67.24,-17.17,-52.29
1071.29,104.0,-729.0,-83.54,-37.92,-32.55
1456.05,-770.51,328.12,-50.33,-49.76,-12.36
1149.9,-839.36,68.85,-26.3,-39.4,37.15
345.21,-1136.72,-174.32,10.77,-22.28,29.02
850.59,616.7,157.71,22.71,-8.76,56.46
566.41,-1030.27,-202.64,59.93,12.98,9.84
865.72,-729.0,528.32,-0.82,3.92,10.0
694.34,-10.25,-337.89,2.02,2.7,31.86
970.7,-38.57,-31.74,-8.15,-3.85,15.73
995.61,-48.83,79.1,0.44,-8.11,2.76
985.84,-3.42,180.18,8.51,5.08,-1.41
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
