835.94,-317.38,265.14,6.66,-6.21,10.07
1081.05,-75.68,420.9,10.05,-14.3,15.88
987.79,-168.95,144.04,9.6,-17.82,27.18
1052.73,-462.89,39.55,17.29,-14.47,32.36
1065.43,-80.57,341.8,13.04,-30.06,35.21
851.07,-337.4,34.67,24.79,-22.11,22.61
1235.35,-67.38,298.34,31.83,-15.73,15.58
813.48,25.88,-57.13,29.68,-25.26,10.62
895.51,270.02,-96.19,14.67,-27.37,-12.43
1042.48,42.48,846.19,13.92,-26.49,-8.92
1153.32,5.86,222.66,-39.97,-42.52,23.5
726.07,415.53,-109.38,-33.06,-20.31,-3.66
991.21,115.23,40.53,-32.73,5.78,-45.34
840.82,-168.46,560.06,-19.65,6.94,-23.9
729.49,-276.37,660.16,-34.31,-2.2,-4.62
1406.74,-519.04,-160.64,5.4,29.92,-24.43
1522.95,-400.39,-130.86,6.98,39.96,-33.47
1118.16,-671.88,-197.27,1.81,45.09,-2.56
28.81,-1151.86,241.7,5.41,26.46,-12.26
1267.58,-60.06,-452.15,38.62,14.05,15.57
1538.09,1045.41,824.22,14.5,-10.66,23.82
1088.87,271.0,275.88,33.04,7.83,-3.04
1122.07,1021.48,694.82,17.35,7.59,0.39
952.64,104.49,275.39,-13.83,6.58,1.85
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
