830.08,-89.84,631.84,-6.67,5.41,1.81
840.33,-54.2,524.9,15.05,-1.14,-9.94
802.73,-56.64,539.55,-1.21,-4.89,-6.15
831.05,-73.24,533.2,18.64,-2.88,-5.32
1269.53,-274.9,-1002.93,-13.2,-66.83,9.47
1114.26,526.37,1651.37,27.82,-57.68,5.68
943.36,215.33,590.33,17.76,-58.52,-2.95
1027.34,222.17,410.16,12.23,-53.46,-1.85
524.9,102.54,-761.72,1.03,-43.79,14.18
943.36,-458.01,-559.08,-10.15,-20.14,7.6
1059.08,-278.32,-355.47,5.85,-13.53,-0.08
854.49,434.57,-974.12,26.52,-21.9,4.51
783.2,-432.62,-1047.36,0.27,-16.11,11.25
866.7,371.09,784.18,-15.58,-45.87,11.5
1044.92,65.43,554.69,-6.38,-11.46,-2.92
1222.66,-306.64,766.6,-11.24,-17.21,16.92
1169.92,50.78,153.81,0.64,14.55,6.99
836.43,-92.77,511.23,-3.41,11.57,-1.33
911.13,-67.38,398.93,-12.98,-19.01,-0.97
945.31,-42.48,291.02,-16.11,-23.21,6.71
987.79,-58.59,367.19,-31.08,-30.12,8.18
1060.06,-137.21,-41.02,15.2,-19.3,-10.54
1300.29,60.55,664.06,15.92,31.96,-20.43
796.39,62.01,619.14,-24.83,96.6,-8.68
755.86,-105.47,643.55,1.44,106.21,-17.87
710.94,-58.59,347.66,38.44,89.45,-12.08
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
