982.91,68.36,383.79,-1.62,-1.38,2.7
996.09,185.55,143.07,-7.53,-4.4,-2.0
953.12,498.54,-162.11,14.56,-2.29,-10.96
933.59,-57.13,569.82,16.29,-5.22,-1.09
794.92,74.22,32.71,18.76,-15.54,49.39
771.0,145.51,-576.66,30.37,-4.91,13.26
1153.81,708.5,603.52,36.79,-11.3,24.7
1146.48,-256.35,704.1,23.56,-2.36,12.13
821.29,620.12,-208.98,22.05,-19.56,17.44
388.67,-687.99,75.2,35.02,-37.17,16.84
843.26,687.01,42.97,34.24,-17.7,2.57
398.44,-369.63,-1272.95,-10.49,-55.26,22.54
1490.72,537.6,1988.77,6.34,-15.19,6.1
1251.95,-635.25,684.57,-7.95,-30.64,-6.37
587.4,263.67,122.07,-8.89,-25.13,-21.11
1819.34,148.44,1999.94,-53.76,-13.99,-8.54
1578.12,-571.29,586.91,-57.66,-8.32,-12.44
1323.24,-370.12,215.33,-52.45,3.95,-23.36
607.42,-227.05,1115.72,-28.92,6.69,-28.73
1160.16,632.32,415.04,-9.31,39.6,-18.56
390.14,-979.0,730.96,-17.08,42.12,-12.6
1018.55,-140.62,-202.64,-1.45,35.31,-0.5
946.29,-758.3,-543.46,33.95,34.96,-5.49
1127.93,-104.49,769.53,24.0,33.73,20.57
1097.66,437.01,-568.85,35.53,21.97,5.04
1410.64,757.32,-201.17,43.7,4.62,1.01
1393.55,1722.66,237.79,3.35,-10.03,-15.95
955.57,235.84,125.98,-0.63,-8.44,-8.82
951.17,144.04,219.73,-22.92,8.15,20.9
955.57,83.01,257.32,4.45,28.99,4.53
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
